stature,weightkg,SizeShirt,SizePants
177,81,L/XL,S/M
170,72,M/L,XS/S
173,92,L/XL,S/M
165,79,L/XL,S/M
191,94,XXL/XXXL,L/XL
172,80,L/XL,S/M
181,116,XXL/XXXL,L/XL
185,95,L/XL,S/M
177,99,XL/XXL,M/L
181,70,M/L,XS/S
178,88,L/XL,S/M
173,70,M/L,XS/S
181,103,XL/XXL,M/L
186,111,XXL/XXXL,L/XL
170,89,L/XL,S/M
174,92,L/XL,S/M
169,77,L/XL,S/M
176,96,XL/XXL,M/L
174,76,L/XL,S/M
179,90,L/XL,S/M
178,71,M/L,XS/S
168,74,M/L,XS/S
165,79,L/XL,S/M
195,91,XXL/XXXL,L/XL
175,96,XL/XXL,M/L
163,67,M/L,XS/S
182,107,XL/XXL,M/L
179,79,L/XL,S/M
174,78,L/XL,S/M
181,88,L/XL,S/M
188,71,XL/XXL,M/L
176,94,L/XL,S/M
167,66,M/L,XS/S
185,87,L/XL,S/M
178,67,M/L,XS/S
179,88,L/XL,S/M
168,69,M/L,XS/S
185,121,XXL/XXXL,XL/XXL
173,71,M/L,XS/S
174,88,L/XL,S/M
174,57,S/M,XXS/XS
167,87,L/XL,S/M
183,85,L/XL,S/M
173,86,L/XL,S/M
176,95,L/XL,S/M
166,66,M/L,XS/S
174,70,M/L,XS/S
170,84,L/XL,S/M
187,101,XL/XXL,M/L
167,85,L/XL,S/M
177,109,XL/XXL,M/L
184,83,L/XL,S/M
163,72,M/L,XS/S
175,98,XL/XXL,M/L
170,77,L/XL,S/M
184,140,XXL/XXXL,XL/XXL
178,67,M/L,XS/S
174,88,L/XL,S/M
170,98,XL/XXL,M/L
185,95,L/XL,S/M
160,56,S/M,XXS/XS
170,71,M/L,XS/S
183,71,L/XL,S/M
167,80,L/XL,S/M
174,98,XL/XXL,M/L
169,66,M/L,XS/S
167,80,L/XL,S/M
185,105,XL/XXL,M/L
175,68,M/L,XS/S
161,74,M/L,XS/S
177,73,M/L,XS/S
170,60,S/M,XXS/XS
161,77,L/XL,S/M
172,76,L/XL,S/M
184,102,XL/XXL,M/L
174,96,XL/XXL,M/L
167,92,L/XL,S/M
175,98,XL/XXL,M/L
181,88,L/XL,S/M
179,98,XL/XXL,M/L
175,85,L/XL,S/M
172,74,M/L,XS/S
180,92,L/XL,S/M
179,74,M/L,XS/S
172,82,L/XL,S/M
157,62,S/M,XXS/XS
171,77,L/XL,S/M
179,88,L/XL,S/M
174,59,S/M,XXS/XS
170,73,M/L,XS/S
173,86,L/XL,S/M
173,86,L/XL,S/M
178,73,M/L,XS/S
181,65,M/L,XS/S
184,69,L/XL,S/M
179,77,L/XL,S/M
165,72,M/L,XS/S
170,79,L/XL,S/M
178,74,M/L,XS/S
175,96,XL/XXL,M/L
179,86,L/XL,S/M
175,74,M/L,XS/S
179,92,L/XL,S/M
178,81,L/XL,S/M
183,64,L/XL,S/M
188,95,XL/XXL,M/L
173,85,L/XL,S/M
173,90,L/XL,S/M
181,83,L/XL,S/M
168,85,L/XL,S/M
181,89,L/XL,S/M
181,87,L/XL,S/M
167,82,L/XL,S/M
183,111,XXL/XXXL,L/XL
179,98,XL/XXL,M/L
184,110,XL/XXL,M/L
168,78,L/XL,S/M
175,86,L/XL,S/M
184,141,XXL/XXXL,XL/XXL
165,78,L/XL,S/M
163,69,M/L,XS/S
173,79,L/XL,S/M
172,69,M/L,XS/S
187,121,XXL/XXXL,XL/XXL
188,87,XL/XXL,M/L
176,70,M/L,XS/S
179,82,L/XL,S/M
184,99,XL/XXL,M/L
181,76,L/XL,S/M
173,98,XL/XXL,M/L
166,75,M/L,XS/S
178,89,L/XL,S/M
174,78,L/XL,S/M
175,83,L/XL,S/M
181,99,XL/XXL,M/L
171,74,M/L,XS/S
184,96,XL/XXL,M/L
181,91,L/XL,S/M
178,108,XL/XXL,M/L
174,78,L/XL,S/M
179,94,L/XL,S/M
175,90,L/XL,S/M
184,106,XL/XXL,M/L
165,87,L/XL,S/M
177,87,L/XL,S/M
185,115,XXL/XXXL,L/XL
168,79,L/XL,S/M
177,88,L/XL,S/M
182,86,L/XL,S/M
193,80,XXL/XXXL,L/XL
178,96,XL/XXL,M/L
181,109,XL/XXL,M/L
178,77,L/XL,S/M
172,95,L/XL,S/M
191,111,XXL/XXXL,L/XL
180,89,L/XL,S/M
178,106,XL/XXL,M/L
177,95,L/XL,S/M
166,72,M/L,XS/S
180,87,L/XL,S/M
187,97,XL/XXL,M/L
173,97,XL/XXL,M/L
183,95,L/XL,S/M
179,112,XXL/XXXL,L/XL
172,90,L/XL,S/M
171,94,L/XL,S/M
180,95,L/XL,S/M
166,73,M/L,XS/S
180,103,XL/XXL,M/L
170,77,L/XL,S/M
195,108,XXL/XXXL,L/XL
173,84,L/XL,S/M
177,96,XL/XXL,M/L
172,70,M/L,XS/S
170,70,M/L,XS/S
183,85,L/XL,S/M
170,86,L/XL,S/M
180,97,XL/XXL,M/L
177,82,L/XL,S/M
173,84,L/XL,S/M
174,72,M/L,XS/S
165,89,L/XL,S/M
172,75,M/L,XS/S
186,73,L/XL,S/M
171,70,M/L,XS/S
175,78,L/XL,S/M
191,116,XXL/XXXL,L/XL
184,79,L/XL,S/M
185,90,L/XL,S/M
171,67,M/L,XS/S
164,85,L/XL,S/M
183,85,L/XL,S/M
178,103,XL/XXL,M/L
177,103,XL/XXL,M/L
170,72,M/L,XS/S
180,71,M/L,XS/S
171,67,M/L,XS/S
184,78,L/XL,S/M
171,90,L/XL,S/M
175,84,L/XL,S/M
193,108,XXL/XXXL,L/XL
173,75,M/L,XS/S
177,83,L/XL,S/M
172,87,L/XL,S/M
167,72,M/L,XS/S
171,110,XL/XXL,M/L
182,94,L/XL,S/M
191,114,XXL/XXXL,L/XL
175,90,L/XL,S/M
173,84,L/XL,S/M
172,81,L/XL,S/M
171,86,L/XL,S/M
171,68,M/L,XS/S
171,68,M/L,XS/S
174,94,L/XL,S/M
156,47,XS/S,XXS
189,115,XXL/XXXL,L/XL
173,72,M/L,XS/S
186,107,XL/XXL,M/L
165,54,XS/S,XXS
163,85,L/XL,S/M
173,87,L/XL,S/M
181,107,XL/XXL,M/L
173,79,L/XL,S/M
181,109,XL/XXL,M/L
173,115,XXL/XXXL,L/XL
168,86,L/XL,S/M
174,75,M/L,XS/S
178,83,L/XL,S/M
178,81,L/XL,S/M
164,84,L/XL,S/M
174,94,L/XL,S/M
166,64,S/M,XXS/XS
180,112,XXL/XXXL,L/XL
174,90,L/XL,S/M
160,71,M/L,XS/S
183,97,XL/XXL,M/L
181,81,L/XL,S/M
173,75,M/L,XS/S
184,79,L/XL,S/M
177,64,S/M,XXS/XS
179,107,XL/XXL,M/L
166,87,L/XL,S/M
175,98,XL/XXL,M/L
181,89,L/XL,S/M
183,108,XL/XXL,M/L
162,77,L/XL,S/M
164,80,L/XL,S/M
172,87,L/XL,S/M
160,56,S/M,XXS/XS
186,117,XXL/XXXL,L/XL
176,86,L/XL,S/M
175,97,XL/XXL,M/L
174,77,L/XL,S/M
165,55,XS/S,XXS
166,53,XS/S,XXS
167,93,L/XL,S/M
173,86,L/XL,S/M
175,109,XL/XXL,M/L
170,67,M/L,XS/S
174,71,M/L,XS/S
181,91,L/XL,S/M
178,87,L/XL,S/M
166,70,M/L,XS/S
178,111,XXL/XXXL,L/XL
180,108,XL/XXL,M/L
166,63,S/M,XXS/XS
183,96,XL/XXL,M/L
188,105,XL/XXL,M/L
178,88,L/XL,S/M
190,114,XXL/XXXL,L/XL
175,89,L/XL,S/M
173,68,M/L,XS/S
162,71,M/L,XS/S
175,102,XL/XXL,M/L
170,78,L/XL,S/M
176,110,XL/XXL,M/L
172,81,L/XL,S/M
171,87,L/XL,S/M
192,86,XXL/XXXL,L/XL
178,77,L/XL,S/M
183,109,XL/XXL,M/L
182,96,XL/XXL,M/L
164,67,M/L,XS/S
170,102,XL/XXL,M/L
173,60,S/M,XXS/XS
165,67,M/L,XS/S
166,86,L/XL,S/M
163,82,L/XL,S/M
186,86,L/XL,S/M
166,82,L/XL,S/M
176,67,M/L,XS/S
175,86,L/XL,S/M
188,95,XL/XXL,M/L
172,97,XL/XXL,M/L
179,89,L/XL,S/M
174,101,XL/XXL,M/L
167,75,M/L,XS/S
172,71,M/L,XS/S
174,88,L/XL,S/M
161,45,XS/S,XXS
170,75,M/L,XS/S
183,99,XL/XXL,M/L
182,113,XXL/XXXL,L/XL
177,84,L/XL,S/M
179,111,XXL/XXXL,L/XL
197,90,XXL/XXXL,L/XL
181,92,L/XL,S/M
178,86,L/XL,S/M
171,84,L/XL,S/M
186,93,L/XL,S/M
176,92,L/XL,S/M
162,72,M/L,XS/S
172,88,L/XL,S/M
167,75,M/L,XS/S
174,85,L/XL,S/M
174,98,XL/XXL,M/L
180,74,M/L,XS/S
177,68,M/L,XS/S
173,67,M/L,XS/S
174,73,M/L,XS/S
175,64,S/M,XXS/XS
167,76,L/XL,S/M
185,86,L/XL,S/M
180,80,L/XL,S/M
172,80,L/XL,S/M
171,77,L/XL,S/M
167,88,L/XL,S/M
185,90,L/XL,S/M
195,86,XXL/XXXL,L/XL
170,84,L/XL,S/M
192,120,XXL/XXXL,L/XL
168,76,L/XL,S/M
176,99,XL/XXL,M/L
186,105,XL/XXL,M/L
176,87,L/XL,S/M
166,75,M/L,XS/S
165,86,L/XL,S/M
182,96,XL/XXL,M/L
185,72,L/XL,S/M
179,78,L/XL,S/M
170,75,M/L,XS/S
177,74,M/L,XS/S
171,81,L/XL,S/M
176,87,L/XL,S/M
165,69,M/L,XS/S
177,82,L/XL,S/M
192,99,XXL/XXXL,L/XL
175,86,L/XL,S/M
159,72,M/L,XS/S
182,72,M/L,XS/S
182,71,M/L,XS/S
181,127,XXL/XXXL,XL/XXL
182,96,XL/XXL,M/L
167,101,XL/XXL,M/L
172,86,L/XL,S/M
171,84,L/XL,S/M
172,83,L/XL,S/M
176,73,M/L,XS/S
170,73,M/L,XS/S
174,76,L/XL,S/M
168,85,L/XL,S/M
158,56,S/M,XXS/XS
173,75,M/L,XS/S
182,94,L/XL,S/M
163,92,L/XL,S/M
173,90,L/XL,S/M
169,102,XL/XXL,M/L
166,65,S/M,XXS/XS
185,97,XL/XXL,M/L
187,113,XXL/XXXL,L/XL
167,89,L/XL,S/M
180,76,L/XL,S/M
189,124,XXL/XXXL,XL/XXL
179,87,L/XL,S/M
179,68,M/L,XS/S
172,73,M/L,XS/S
168,75,M/L,XS/S
174,70,M/L,XS/S
183,101,XL/XXL,M/L
175,88,L/XL,S/M
185,126,XXL/XXXL,XL/XXL
170,84,L/XL,S/M
171,69,M/L,XS/S
175,71,M/L,XS/S
178,109,XL/XXL,M/L
183,104,XL/XXL,M/L
163,63,S/M,XXS/XS
167,92,L/XL,S/M
174,95,L/XL,S/M
166,70,M/L,XS/S
167,77,L/XL,S/M
168,78,L/XL,S/M
174,101,XL/XXL,M/L
177,102,XL/XXL,M/L
183,91,L/XL,S/M
173,78,L/XL,S/M
166,78,L/XL,S/M
179,93,L/XL,S/M
181,79,L/XL,S/M
178,81,L/XL,S/M
175,62,S/M,XXS/XS
167,75,M/L,XS/S
173,74,M/L,XS/S
164,81,L/XL,S/M
166,71,M/L,XS/S
164,86,L/XL,S/M
181,109,XL/XXL,M/L
170,78,L/XL,S/M
185,94,L/XL,S/M
176,83,L/XL,S/M
186,83,L/XL,S/M
176,98,XL/XXL,M/L
181,95,L/XL,S/M
179,96,XL/XXL,M/L
158,54,XS/S,XXS
176,77,L/XL,S/M
188,81,XL/XXL,M/L
168,88,L/XL,S/M
169,79,L/XL,S/M
170,86,L/XL,S/M
164,85,L/XL,S/M
178,100,XL/XXL,M/L
166,80,L/XL,S/M
188,102,XL/XXL,M/L
174,92,L/XL,S/M
171,65,S/M,XXS/XS
173,86,L/XL,S/M
177,81,L/XL,S/M
161,70,M/L,XS/S
164,87,L/XL,S/M
178,78,L/XL,S/M
173,73,M/L,XS/S
176,81,L/XL,S/M
176,61,S/M,XXS/XS
183,73,L/XL,S/M
176,68,M/L,XS/S
184,91,L/XL,S/M
185,79,L/XL,S/M
174,85,L/XL,S/M
170,69,M/L,XS/S
180,107,XL/XXL,M/L
171,65,S/M,XXS/XS
175,69,M/L,XS/S
171,70,M/L,XS/S
177,84,L/XL,S/M
186,94,L/XL,S/M
175,71,M/L,XS/S
192,101,XXL/XXXL,L/XL
170,70,M/L,XS/S
178,82,L/XL,S/M
176,81,L/XL,S/M
181,80,L/XL,S/M
183,81,L/XL,S/M
173,68,M/L,XS/S
186,90,L/XL,S/M
166,90,L/XL,S/M
185,109,XL/XXL,M/L
157,77,L/XL,S/M
172,90,L/XL,S/M
182,99,XL/XXL,M/L
169,77,L/XL,S/M
172,62,S/M,XXS/XS
178,79,L/XL,S/M
169,66,M/L,XS/S
184,86,L/XL,S/M
177,76,L/XL,S/M
171,85,L/XL,S/M
177,94,L/XL,S/M
174,79,L/XL,S/M
174,85,L/XL,S/M
176,89,L/XL,S/M
180,120,XXL/XXXL,L/XL
178,74,M/L,XS/S
177,80,L/XL,S/M
172,73,M/L,XS/S
171,77,L/XL,S/M
180,60,M/L,XS/S
178,72,M/L,XS/S
171,83,L/XL,S/M
174,78,L/XL,S/M
161,66,M/L,XS/S
165,76,L/XL,S/M
182,93,L/XL,S/M
173,93,L/XL,S/M
166,75,M/L,XS/S
185,83,L/XL,S/M
176,75,M/L,XS/S
195,100,XXL/XXXL,L/XL
180,104,XL/XXL,M/L
170,69,M/L,XS/S
174,91,L/XL,S/M
164,86,L/XL,S/M
170,83,L/XL,S/M
183,99,XL/XXL,M/L
182,64,M/L,XS/S
165,61,S/M,XXS/XS
172,70,M/L,XS/S
170,88,L/XL,S/M
172,83,L/XL,S/M
183,118,XXL/XXXL,L/XL
172,85,L/XL,S/M
174,89,L/XL,S/M
180,75,M/L,XS/S
173,77,L/XL,S/M
168,83,L/XL,S/M
171,74,M/L,XS/S
178,63,S/M,XXS/XS
175,88,L/XL,S/M
175,72,M/L,XS/S
175,62,S/M,XXS/XS
178,75,M/L,XS/S
176,96,XL/XXL,M/L
170,85,L/XL,S/M
176,90,L/XL,S/M
175,85,L/XL,S/M
171,86,L/XL,S/M
180,92,L/XL,S/M
172,91,L/XL,S/M
181,94,L/XL,S/M
172,73,M/L,XS/S
159,66,M/L,XS/S
171,78,L/XL,S/M
173,120,XXL/XXXL,L/XL
181,99,XL/XXL,M/L
172,80,L/XL,S/M
181,95,L/XL,S/M
173,88,L/XL,S/M
176,75,M/L,XS/S
179,81,L/XL,S/M
172,97,XL/XXL,M/L
185,94,L/XL,S/M
171,91,L/XL,S/M
174,76,L/XL,S/M
173,90,L/XL,S/M
184,81,L/XL,S/M
180,106,XL/XXL,M/L
171,78,L/XL,S/M
180,101,XL/XXL,M/L
180,81,L/XL,S/M
174,84,L/XL,S/M
173,100,XL/XXL,M/L
170,92,L/XL,S/M
168,65,S/M,XXS/XS
180,86,L/XL,S/M
189,86,XL/XXL,M/L
176,91,L/XL,S/M
165,77,L/XL,S/M
174,63,S/M,XXS/XS
177,87,L/XL,S/M
178,89,L/XL,S/M
183,86,L/XL,S/M
176,82,L/XL,S/M
166,60,S/M,XXS/XS
189,102,XL/XXL,M/L
170,68,M/L,XS/S
192,88,XXL/XXXL,L/XL
178,71,M/L,XS/S
177,81,L/XL,S/M
177,88,L/XL,S/M
171,86,L/XL,S/M
174,94,L/XL,S/M
176,95,L/XL,S/M
172,62,S/M,XXS/XS
181,77,L/XL,S/M
178,72,M/L,XS/S
165,97,XL/XXL,M/L
171,87,L/XL,S/M
164,107,XL/XXL,M/L
171,87,L/XL,S/M
180,74,M/L,XS/S
167,64,S/M,XXS/XS
173,65,S/M,XXS/XS
175,87,L/XL,S/M
180,94,L/XL,S/M
173,83,L/XL,S/M
177,74,M/L,XS/S
185,108,XL/XXL,M/L
172,101,XL/XXL,M/L
176,90,L/XL,S/M
170,83,L/XL,S/M
174,86,L/XL,S/M
183,101,XL/XXL,M/L
174,92,L/XL,S/M
172,80,L/XL,S/M
174,97,XL/XXL,M/L
173,82,L/XL,S/M
182,65,M/L,XS/S
174,87,L/XL,S/M
179,91,L/XL,S/M
174,111,XXL/XXXL,L/XL
174,74,M/L,XS/S
183,94,L/XL,S/M
170,69,M/L,XS/S
180,96,XL/XXL,M/L
175,88,L/XL,S/M
186,98,XL/XXL,M/L
180,79,L/XL,S/M
170,91,L/XL,S/M
177,90,L/XL,S/M
172,100,XL/XXL,M/L
182,62,M/L,XS/S
180,116,XXL/XXXL,L/XL
168,68,M/L,XS/S
173,65,S/M,XXS/XS
172,80,L/XL,S/M
176,103,XL/XXL,M/L
181,107,XL/XXL,M/L
181,73,M/L,XS/S
180,95,L/XL,S/M
182,86,L/XL,S/M
165,77,L/XL,S/M
162,92,L/XL,S/M
171,78,L/XL,S/M
164,86,L/XL,S/M
168,96,XL/XXL,M/L
165,60,S/M,XXS/XS
170,90,L/XL,S/M
178,80,L/XL,S/M
164,75,M/L,XS/S
168,70,M/L,XS/S
179,80,L/XL,S/M
183,68,L/XL,S/M
171,84,L/XL,S/M
173,92,L/XL,S/M
166,97,XL/XXL,M/L
178,110,XL/XXL,M/L
174,80,L/XL,S/M
165,86,L/XL,S/M
180,97,XL/XXL,M/L
173,116,XXL/XXXL,L/XL
172,97,XL/XXL,M/L
173,79,L/XL,S/M
178,85,L/XL,S/M
183,81,L/XL,S/M
172,92,L/XL,S/M
190,114,XXL/XXXL,L/XL
163,88,L/XL,S/M
178,87,L/XL,S/M
165,87,L/XL,S/M
174,73,M/L,XS/S
176,99,XL/XXL,M/L
168,90,L/XL,S/M
175,88,L/XL,S/M
180,85,L/XL,S/M
181,86,L/XL,S/M
167,84,L/XL,S/M
189,108,XL/XXL,M/L
180,81,L/XL,S/M
169,91,L/XL,S/M
172,93,L/XL,S/M
174,89,L/XL,S/M
172,98,XL/XXL,M/L
174,82,L/XL,S/M
167,77,L/XL,S/M
174,90,L/XL,S/M
177,88,L/XL,S/M
178,104,XL/XXL,M/L
160,63,S/M,XXS/XS
170,97,XL/XXL,M/L
178,79,L/XL,S/M
176,72,M/L,XS/S
178,65,S/M,XXS/XS
180,124,XXL/XXXL,XL/XXL
170,82,L/XL,S/M
177,75,M/L,XS/S
172,77,L/XL,S/M
174,77,L/XL,S/M
171,78,L/XL,S/M
180,75,M/L,XS/S
174,87,L/XL,S/M
194,91,XXL/XXXL,L/XL
178,90,L/XL,S/M
182,82,L/XL,S/M
191,87,XXL/XXXL,L/XL
183,86,L/XL,S/M
179,93,L/XL,S/M
177,69,M/L,XS/S
173,72,M/L,XS/S
170,70,M/L,XS/S
180,83,L/XL,S/M
170,79,L/XL,S/M
173,122,XXL/XXXL,XL/XXL
178,97,XL/XXL,M/L
161,68,M/L,XS/S
163,58,S/M,XXS/XS
177,96,XL/XXL,M/L
177,66,M/L,XS/S
173,93,L/XL,S/M
171,77,L/XL,S/M
181,90,L/XL,S/M
161,60,S/M,XXS/XS
167,73,M/L,XS/S
174,102,XL/XXL,M/L
183,67,L/XL,S/M
172,73,M/L,XS/S
171,94,L/XL,S/M
182,75,M/L,XS/S
194,88,XXL/XXXL,L/XL
188,65,XL/XXL,M/L
183,74,L/XL,S/M
177,75,M/L,XS/S
179,109,XL/XXL,M/L
169,66,M/L,XS/S
170,104,XL/XXL,M/L
170,81,L/XL,S/M
181,87,L/XL,S/M
170,69,M/L,XS/S
178,83,L/XL,S/M
175,67,M/L,XS/S
174,95,L/XL,S/M
162,91,L/XL,S/M
177,82,L/XL,S/M
172,81,L/XL,S/M
195,99,XXL/XXXL,L/XL
172,70,M/L,XS/S
171,59,S/M,XXS/XS
172,89,L/XL,S/M
169,82,L/XL,S/M
169,79,L/XL,S/M
173,78,L/XL,S/M
167,76,L/XL,S/M
175,66,M/L,XS/S
189,120,XXL/XXXL,L/XL
176,77,L/XL,S/M
171,74,M/L,XS/S
174,93,L/XL,S/M
177,88,L/XL,S/M
171,84,L/XL,S/M
174,96,XL/XXL,M/L
175,101,XL/XXL,M/L
172,85,L/XL,S/M
177,90,L/XL,S/M
175,99,XL/XXL,M/L
175,82,L/XL,S/M
177,87,L/XL,S/M
168,86,L/XL,S/M
170,85,L/XL,S/M
173,90,L/XL,S/M
174,99,XL/XXL,M/L
173,91,L/XL,S/M
171,78,L/XL,S/M
163,69,M/L,XS/S
170,80,L/XL,S/M
177,86,L/XL,S/M
179,108,XL/XXL,M/L
183,94,L/XL,S/M
185,99,XL/XXL,M/L
182,99,XL/XXL,M/L
175,101,XL/XXL,M/L
168,73,M/L,XS/S
170,90,L/XL,S/M
182,97,XL/XXL,M/L
179,89,L/XL,S/M
178,78,L/XL,S/M
176,99,XL/XXL,M/L
174,87,L/XL,S/M
180,94,L/XL,S/M
173,90,L/XL,S/M
178,71,M/L,XS/S
166,73,M/L,XS/S
178,107,XL/XXL,M/L
177,81,L/XL,S/M
179,94,L/XL,S/M
172,84,L/XL,S/M
183,79,L/XL,S/M
169,84,L/XL,S/M
177,74,M/L,XS/S
169,73,M/L,XS/S
177,86,L/XL,S/M
173,78,L/XL,S/M
180,101,XL/XXL,M/L
165,71,M/L,XS/S
176,79,L/XL,S/M
178,94,L/XL,S/M
187,85,XL/XXL,M/L
156,86,L/XL,S/M
178,87,L/XL,S/M
173,95,L/XL,S/M
175,80,L/XL,S/M
190,105,XL/XXL,M/L
178,84,L/XL,S/M
176,89,L/XL,S/M
173,81,L/XL,S/M
172,90,L/XL,S/M
190,122,XXL/XXXL,XL/XXL
178,92,L/XL,S/M
182,105,XL/XXL,M/L
164,91,L/XL,S/M
187,96,XL/XXL,M/L
175,79,L/XL,S/M
179,108,XL/XXL,M/L
173,97,XL/XXL,M/L
167,84,L/XL,S/M
180,107,XL/XXL,M/L
161,75,M/L,XS/S
189,112,XXL/XXXL,L/XL
178,93,L/XL,S/M
185,104,XL/XXL,M/L
177,91,L/XL,S/M
184,110,XL/XXL,M/L
172,95,L/XL,S/M
194,106,XXL/XXXL,L/XL
172,78,L/XL,S/M
182,90,L/XL,S/M
176,90,L/XL,S/M
171,80,L/XL,S/M
178,87,L/XL,S/M
170,89,L/XL,S/M
181,93,L/XL,S/M
186,88,L/XL,S/M
176,89,L/XL,S/M
176,95,L/XL,S/M
172,95,L/XL,S/M
178,81,L/XL,S/M
